State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
New Jersey,3416560,Upper Freehold Regional School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,732",15%,85%,3%,"$15,475.00","$12,061.00","$3,414.00","$35,902,341.00","$27,982,244.00","$7,920,097.00","$121,007.00","$457,600.00"
New Jersey,3416590,Upper Pittsgrove Township School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,350,11%,89%,9%,"$21,455.00","$11,106.00","$10,349.00","$7,509,267.00","$3,887,026.00","$3,622,242.00","$86,648.00","$235,500.00"
New Jersey,3416620,Upper Saddle River Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,236",25%,75%,3%,"$15,697.00","$13,820.00","$1,877.00","$19,401,207.00","$17,081,448.00","$2,319,759.00","$171,747.00","$905,100.00"
New Jersey,3416650,Upper Township School District,yes,yes,yes,Concentrated white,low poverty,22-Suburb: Mid-size,"1,998",6%,94%,6%,"$23,549.00","$15,842.00","$7,707.00","$33,203,542.00","$22,337,006.00","$10,866,536.00","$79,672.00","$305,300.00"
New Jersey,3416680,Ventnor City City School District,yes,no,no,Not concentrated,high poverty,22-Suburb: Mid-size,767,64%,36%,21%,"$25,981.00","$21,460.00","$4,521.00","$19,927,555.00","$16,460,116.00","$3,467,440.00","$49,548.00","$292,300.00"
New Jersey,3416710,Vernon Township School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"3,219",15%,85%,5%,"$19,637.00","$10,979.00","$8,658.00","$63,212,036.00","$35,342,632.00","$27,869,404.00","$89,657.00","$237,900.00"
New Jersey,3416740,Verona Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,169",19%,81%,7%,"$13,567.00","$11,760.00","$1,807.00","$29,427,177.00","$25,508,258.00","$3,918,919.00","$105,430.00","$433,300.00"
New Jersey,3416800,Vineland City School District,yes,yes,yes,Concentrated nonwhite,high poverty,13-City: Small,"11,029",76%,24%,23%,"$16,680.00","$2,526.00","$14,154.00","$183,963,269.00","$27,859,018.00","$156,104,251.00","$48,986.00","$164,700.00"
New Jersey,3416830,Voorhees Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"2,992",43%,57%,5%,"$16,133.00","$12,936.00","$3,198.00","$48,270,725.00","$38,703,233.00","$9,567,492.00","$82,563.00","$303,600.00"
New Jersey,3416860,Waldwick Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,600",22%,79%,6%,"$15,472.00","$13,402.00","$2,070.00","$24,754,902.00","$21,443,439.00","$3,311,463.00","$110,089.00","$428,600.00"
New Jersey,3416890,Wall Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,659",13%,87%,5%,"$16,941.00","$14,521.00","$2,420.00","$61,987,086.00","$53,131,558.00","$8,855,529.00","$96,687.00","$455,400.00"
New Jersey,3416920,Wallington Borough School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"1,363",31%,69%,12%,"$11,547.00","$8,709.00","$2,839.00","$15,738,908.00","$11,869,922.00","$3,868,986.00","$57,813.00","$359,700.00"
New Jersey,3416870,Wallkill Valley Regional School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,697,13%,87%,7%,"$19,893.00","$12,232.00","$7,661.00","$13,865,364.00","$8,525,485.00","$5,339,878.00","$79,302.00","$221,700.00"
New Jersey,3416950,Wanaque Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,951,23%,77%,11%,"$16,584.00","$12,621.00","$3,963.00","$15,771,215.00","$12,002,496.00","$3,768,719.00","$81,267.00","$295,900.00"
New Jersey,3416970,Warren Hills Regional School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,921",20%,80%,9%,"$17,912.00","$11,496.00","$6,416.00","$34,409,326.00","$22,083,765.00","$12,325,561.00","$75,809.00","$266,700.00"
New Jersey,3416980,Warren Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"1,821",34%,66%,3%,"$20,029.00","$17,314.00","$2,715.00","$36,472,560.00","$31,528,771.00","$4,943,788.00","$139,569.00","$719,500.00"
New Jersey,3417010,Washington Borough School District,yes,no,no,Not concentrated,low poverty,31-Town: Fringe,555,36%,64%,16%,"$13,333.00","$7,571.00","$5,762.00","$7,399,827.00","$4,202,073.00","$3,197,755.00","$69,097.00","$213,200.00"
New Jersey,3417040,Washington Township School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,37,8%,92%,11%,"$49,861.00","$32,610.00","$17,251.00","$1,844,857.00","$1,206,577.00","$638,280.00","$65,375.00","$220,100.00"
New Jersey,3417070,Washington Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"7,443",20%,80%,6%,"$17,852.00","$10,246.00","$7,606.00","$132,869,167.00","$76,260,740.00","$56,608,428.00","$86,471.00","$238,100.00"
New Jersey,3417130,Washington Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,221",14%,86%,2%,"$16,731.00","$12,133.00","$4,597.00","$37,158,593.00","$26,948,190.00","$10,210,404.00","$131,750.00","$457,300.00"
New Jersey,3417160,Washington Township School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,482,19%,81%,5%,"$17,607.00","$10,940.00","$6,667.00","$8,486,490.00","$5,273,226.00","$3,213,265.00","$102,328.00","$294,500.00"
New Jersey,3417190,Watchung Borough School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,692,37%,63%,3%,"$16,413.00","$14,452.00","$1,961.00","$11,358,044.00","$10,000,789.00","$1,357,256.00","$126,250.00","$752,700.00"
New Jersey,3417220,Watchung Hills Regional School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"2,155",30%,70%,3%,"$16,947.00","$14,905.00","$2,042.00","$36,521,293.00","$32,119,874.00","$4,401,420.00","$129,243.00","$649,700.00"
New Jersey,3417250,Waterford Township School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,652",17%,83%,7%,"$28,570.00","$14,277.00","$14,294.00","$23,856,152.00","$11,921,024.00","$11,935,129.00","$84,261.00","$197,500.00"
New Jersey,3417280,Wayne Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"8,107",22%,78%,6%,"$17,526.00","$15,177.00","$2,349.00","$142,080,017.00","$123,039,823.00","$19,040,194.00","$107,263.00","$445,200.00"
New Jersey,3417310,Weehawken Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"1,434",71%,29%,14%,"$12,090.00","$9,413.00","$2,677.00","$17,337,083.00","$13,498,847.00","$3,838,236.00","$83,447.00","$529,200.00"
New Jersey,3417340,Wenonah Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,200,13%,87%,3%,"$15,521.00","$11,899.00","$3,622.00","$3,104,220.00","$2,379,845.00","$724,376.00","$102,750.00","$276,600.00"
New Jersey,3417400,West Cape may Borough School District,yes,yes,no,Concentrated white,high poverty,23-Suburb: Small,78,18%,82%,31%,"$19,165.00","$11,927.00","$7,238.00","$1,494,836.00","$930,293.00","$564,544.00","$58,438.00","$476,400.00"
New Jersey,3417430,West Deptford Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,018",25%,75%,7%,"$14,195.00","$9,253.00","$4,942.00","$42,841,049.00","$27,924,826.00","$14,916,223.00","$68,917.00","$211,700.00"
New Jersey,3417460,West Essex Regional School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,734",15%,85%,4%,"$18,238.00","$16,033.00","$2,205.00","$31,623,874.00","$27,801,051.00","$3,822,823.00","$122,451.00","$561,800.00"
New Jersey,3417490,West Long Branch Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,567,18%,82%,7%,"$16,588.00","$14,289.00","$2,299.00","$9,405,165.00","$8,101,695.00","$1,303,471.00","$85,640.00","$393,900.00"
New Jersey,3417520,West Milford Township School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"3,558",9%,91%,6%,"$18,440.00","$13,184.00","$5,256.00","$65,607,864.00","$46,907,195.00","$18,700,670.00","$101,767.00","$288,800.00"
New Jersey,3417550,West Morris Regional School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"2,643",13%,87%,2%,"$16,547.00","$13,510.00","$3,036.00","$43,732,650.00","$35,708,202.00","$8,024,448.00","$141,458.00","$561,500.00"
New Jersey,3417580,West New York Town School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,"8,516",93%,7%,29%,"$11,121.00","$1,238.00","$9,883.00","$94,708,534.00","$10,541,208.00","$84,167,326.00","$50,334.00","$324,000.00"
New Jersey,3417610,West Orange Town School District,yes,yes,no,Concentrated nonwhite,low poverty,21-Suburb: Large,"6,827",78%,22%,10%,"$18,812.00","$16,144.00","$2,668.00","$128,429,848.00","$110,214,955.00","$18,214,893.00","$92,479.00","$357,500.00"
New Jersey,3417700,West Windsor-Plainsboro Regional School District,yes,yes,no,Concentrated nonwhite,low poverty,23-Suburb: Small,"9,756",76%,24%,4%,"$15,469.00","$13,275.00","$2,194.00","$150,918,567.00","$129,512,215.00","$21,406,352.00","$120,674.00","$540,800.00"
New Jersey,3417730,Westampton Township School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,998,57%,43%,5%,"$12,950.00","$8,563.00","$4,387.00","$12,924,115.00","$8,545,531.00","$4,378,583.00","$100,325.00","$238,000.00"
New Jersey,3417760,Westfield Town School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"6,360",17%,83%,2%,"$13,757.00","$11,864.00","$1,893.00","$87,493,457.00","$75,454,196.00","$12,039,261.00","$150,486.00","$689,400.00"
New Jersey,3417790,Westville Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,368,25%,75%,16%,"$14,727.00","$7,143.00","$7,583.00","$5,419,466.00","$2,628,768.00","$2,790,698.00","$54,375.00","$162,600.00"
New Jersey,3417820,Westwood Regional School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,790",24%,76%,4%,"$15,765.00","$13,661.00","$2,104.00","$43,984,917.00","$38,114,630.00","$5,870,287.00","$101,452.00","$470,700.00"
New Jersey,3417850,Weymouth Township School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,173,20%,80%,11%,"$25,840.00","$11,667.00","$14,172.00","$4,470,282.00","$2,018,445.00","$2,451,837.00","$58,185.00","$156,300.00"
New Jersey,3417880,Wharton Borough School District,yes,yes,no,Concentrated nonwhite,low poverty,21-Suburb: Large,793,76%,24%,13%,"$14,744.00","$9,096.00","$5,648.00","$11,691,881.00","$7,212,933.00","$4,478,948.00","$66,284.00","$279,900.00"
New Jersey,3417910,White Township School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,290,10%,90%,9%,"$29,072.00","$21,605.00","$7,467.00","$8,430,841.00","$6,265,515.00","$2,165,326.00","$60,229.00","$263,700.00"
New Jersey,3417940,Wildwood City School District,yes,yes,yes,Concentrated nonwhite,high poverty,23-Suburb: Small,831,78%,22%,50%,"$21,053.00","$13,143.00","$7,910.00","$17,494,836.00","$10,921,687.00","$6,573,150.00","$28,271.00","$225,400.00"
New Jersey,3417970,Wildwood Crest Borough School District,yes,yes,no,Concentrated white,high poverty,23-Suburb: Small,309,20%,80%,22%,"$23,083.00","$19,248.00","$3,835.00","$7,132,530.00","$5,947,504.00","$1,185,026.00","$58,897.00","$424,800.00"
New Jersey,3418000,Willingboro Township School District,yes,yes,no,Concentrated nonwhite,low poverty,21-Suburb: Large,"3,785",97%,3%,14%,"$17,265.00","$7,091.00","$10,174.00","$65,348,210.00","$26,839,370.00","$38,508,840.00","$67,572.00","$160,000.00"
New Jersey,3418030,Winfield Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,197,22%,78%,16%,"$13,958.00","$6,291.00","$7,667.00","$2,749,808.00","$1,239,415.00","$1,510,393.00","$55,707.00","$177,300.00"
New Jersey,3418060,Winslow Township School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"4,985",75%,25%,12%,"$17,988.00","$8,869.00","$9,119.00","$89,669,431.00","$44,211,896.00","$45,457,535.00","$73,336.00","$186,700.00"
New Jersey,3418300,Wood-Ridge Borough School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"1,245",30%,70%,4%,"$12,626.00","$11,014.00","$1,612.00","$15,719,437.00","$13,712,636.00","$2,006,801.00","$100,169.00","$383,600.00"
New Jersey,3418090,Woodbine Borough School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,308,68%,32%,23%,"$16,441.00","$5,356.00","$11,084.00","$5,063,683.00","$1,649,742.00","$3,413,941.00","$38,092.00","$171,200.00"
New Jersey,3418120,Woodbridge Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"13,850",65%,35%,9%,"$13,386.00","$10,425.00","$2,961.00","$185,401,364.00","$144,387,433.00","$41,013,930.00","$80,950.00","$294,400.00"
New Jersey,3418150,Woodbury City School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"1,538",65%,35%,26%,"$16,620.00","$7,897.00","$8,722.00","$25,561,104.00","$12,146,014.00","$13,415,090.00","$51,810.00","$161,600.00"
New Jersey,3418180,Woodbury Heights Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,242,15%,85%,5%,"$15,443.00","$9,386.00","$6,058.00","$3,737,295.00","$2,271,318.00","$1,465,978.00","$85,000.00","$198,200.00"
New Jersey,3418210,Woodcliff Lake Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,791,14%,86%,3%,"$16,476.00","$14,524.00","$1,952.00","$13,032,428.00","$11,488,688.00","$1,543,741.00","$150,862.00","$756,100.00"
New Jersey,3417640,Woodland Park Borough School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"1,078",46%,54%,20%,"$14,056.00","$12,024.00","$2,031.00","$15,152,014.00","$12,962,368.00","$2,189,645.00","$70,473.00","$371,000.00"
New Jersey,3418240,Woodland Township School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,154,8%,92%,9%,"$16,573.00","$10,337.00","$6,236.00","$2,552,277.00","$1,591,906.00","$960,371.00","$89,688.00","$268,000.00"
New Jersey,3418270,Woodlynne Borough School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,596,94%,6%,27%,"$21,135.00","$4,955.00","$16,180.00","$7,967,769.00","$1,867,875.00","$6,099,894.00","$41,985.00","$99,800.00"
New Jersey,3418330,Woodstown-Pilesgrove Regional School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,546",25%,75%,14%,"$15,121.00","$9,551.00","$5,570.00","$23,376,876.00","$14,766,108.00","$8,610,768.00","$77,034.00","$249,000.00"
New Jersey,3418360,Wyckoff Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,140",14%,86%,2%,"$15,294.00","$13,270.00","$2,024.00","$32,729,261.00","$28,398,190.00","$4,331,071.00","$143,750.00","$711,500.00"
New Mexico,3500030,Alamogordo Public Schools,yes,no,no,Not concentrated,high poverty,33-Town: Remote,"5,816",52%,48%,27%,"$8,210.00","$1,291.00","$6,919.00","$47,747,554.00","$7,508,806.00","$40,238,748.00","$45,192.00","$117,200.00"
New Mexico,3500060,Albuquerque Public Schools,yes,no,no,Concentrated nonwhite,high poverty,11-City: Large,"90,566",79%,21%,21%,"$9,344.00","$1,939.00","$7,406.00","$846,286,908.00","$175,567,317.00","$670,719,591.00","$49,093.00","$188,000.00"
New Mexico,3500090,Animas Public Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,167,34%,66%,37%,"$15,983.00",$896.00,"$15,087.00","$2,669,209.00","$149,666.00","$2,519,542.00","$33,958.00","$86,900.00"
New Mexico,3500120,Artesia Public Schools,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"3,970",63%,37%,20%,"$10,421.00","$3,585.00","$6,836.00","$41,371,324.00","$14,231,618.00","$27,139,706.00","$58,656.00","$153,100.00"
New Mexico,3500150,Aztec Municipal Schools,yes,no,no,Not concentrated,low poverty,31-Town: Fringe,"3,235",44%,56%,13%,"$9,380.00","$2,097.00","$7,283.00","$30,343,482.00","$6,783,064.00","$23,560,419.00","$49,114.00","$157,100.00"
New Mexico,3500180,Belen Consolidated Schools,yes,no,no,Concentrated nonwhite,high poverty,23-Suburb: Small,"3,968",77%,23%,27%,"$9,750.00","$1,606.00","$8,144.00","$38,689,349.00","$6,372,781.00","$32,316,568.00","$39,227.00","$125,800.00"
New Mexico,3500210,Bernalillo Public Schools,yes,no,no,Concentrated nonwhite,high poverty,21-Suburb: Large,"3,141",91%,9%,23%,"$9,864.00","$2,592.00","$7,272.00","$30,983,543.00","$8,141,336.00","$22,842,207.00","$54,384.00","$173,100.00"
New Mexico,3500270,Capitan Municipal Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,496,27%,73%,37%,"$15,878.00","$6,742.00","$9,136.00","$7,875,479.00","$3,343,870.00","$4,531,609.00","$45,300.00","$219,700.00"
New Mexico,3500300,Carlsbad Municipal Schools,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"6,630",59%,41%,17%,"$12,168.00","$4,421.00","$7,747.00","$80,674,632.00","$29,308,824.00","$51,365,809.00","$61,018.00","$129,000.00"
New Mexico,3500330,Carrizozo Municipal Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,147,63%,37%,25%,"$17,072.00","$3,128.00","$13,944.00","$2,509,579.00","$459,770.00","$2,049,808.00","$28,750.00","$89,500.00"
New Mexico,3500420,Chama Valley Independent Schools,yes,no,no,Concentrated nonwhite,high poverty,43-Rural: Remote,376,90%,10%,20%,"$18,459.00","$4,175.00","$14,284.00","$6,940,535.00","$1,569,871.00","$5,370,664.00","$40,493.00","$241,700.00"
New Mexico,3500480,Cimarron Public Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,455,47%,53%,29%,"$16,245.00","$4,879.00","$11,365.00","$7,391,345.00","$2,220,132.00","$5,171,214.00","$40,238.00","$195,400.00"
New Mexico,3500510,Clayton Public Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,485,55%,45%,29%,"$11,873.00",$948.00,"$10,925.00","$5,758,487.00","$459,748.00","$5,298,739.00","$36,016.00","$85,400.00"
New Mexico,3500540,Cloudcroft Municipal Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,332,26%,74%,36%,"$15,995.00","$4,394.00","$11,600.00","$5,310,176.00","$1,458,904.00","$3,851,272.00","$42,829.00","$135,300.00"
New Mexico,3500570,Clovis Municipal Schools,yes,no,no,Not concentrated,high poverty,33-Town: Remote,"8,382",68%,32%,25%,"$7,628.00",$729.00,"$6,899.00","$63,940,789.00","$6,111,842.00","$57,828,947.00","$42,242.00","$128,500.00"
New Mexico,3500600,Cobre Consolidated Schools,yes,no,no,Concentrated nonwhite,high poverty,33-Town: Remote,"1,266",90%,10%,34%,"$12,099.00","$1,577.00","$10,522.00","$15,317,568.00","$1,996,139.00","$13,321,429.00","$32,808.00","$90,900.00"
New Mexico,3500630,Corona Municipal Schools,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,81,30%,70%,25%,"$27,648.00","$3,725.00","$23,923.00","$2,239,464.00","$301,724.00","$1,937,739.00","$48,333.00","$121,300.00"
New Mexico,3500690,Deming Public Schools,yes,no,no,Concentrated nonwhite,high poverty,33-Town: Remote,"5,504",86%,14%,40%,"$9,419.00","$1,069.00","$8,350.00","$51,839,836.00","$5,882,957.00","$45,956,879.00","$27,326.00","$85,300.00"
